,Name,Original Price,Discounted Price,Ratings,Star Ratings,Discount %
3176,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3177,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3178,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3179,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3180,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3181,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3182,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3183,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3184,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3185,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3186,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3187,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3188,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3189,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3190,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3191,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3192,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3193,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3194,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3195,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3196,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3197,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3198,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3199,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3200,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3201,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3202,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3203,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3204,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3205,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3206,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3207,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3208,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3209,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3210,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3211,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3212,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3213,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3214,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3215,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3216,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3217,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3218,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3219,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3220,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3221,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3222,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3223,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3224,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3225,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3226,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3227,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3228,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3229,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3230,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3231,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3232,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3233,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3234,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3235,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3236,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3237,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3238,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3239,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3240,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3241,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3242,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3243,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3244,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3245,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3246,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3247,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3248,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3249,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3250,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3251,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3252,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3253,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3254,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3255,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3256,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3257,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3258,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3259,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3260,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3261,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3262,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3263,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3264,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3265,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3266,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3267,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3268,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3269,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3270,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3271,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3272,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3273,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3274,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3275,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3276,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3277,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3278,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3279,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3280,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3281,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3282,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3283,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3284,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3285,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3286,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3287,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3288,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3289,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3290,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3291,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3292,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3293,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3294,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3295,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3296,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3297,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3298,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3299,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3300,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3301,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3302,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3303,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3304,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3305,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3306,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3307,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3308,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3309,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3310,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3311,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3312,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3313,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3314,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3315,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3316,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3317,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3318,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3319,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3320,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3321,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3322,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3323,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3324,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3325,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3326,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3327,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3328,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3329,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3330,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3331,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3332,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3333,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3334,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3335,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3336,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3337,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3338,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3339,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3340,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3341,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3342,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3343,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3344,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3345,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3346,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3347,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3348,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3349,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3350,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3351,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3352,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3353,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3354,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3355,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3356,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3357,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3358,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3359,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3360,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3361,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3362,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3363,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3364,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3365,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3366,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3367,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3368,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3369,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3370,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3371,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3372,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3373,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3374,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3375,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3376,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3377,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3378,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3379,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3380,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3381,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3382,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3383,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3384,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3385,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3386,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3387,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3388,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3389,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3390,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3391,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3392,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3393,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3394,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3395,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3396,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3397,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3398,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3399,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3400,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3401,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3402,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3403,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3404,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3405,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3406,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3407,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3408,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3409,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3410,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3411,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3412,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3413,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3414,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3415,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3416,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3417,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3418,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3419,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3420,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3421,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3422,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3423,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3424,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3425,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3426,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3427,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3428,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3429,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3430,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3431,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3432,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3433,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3434,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3435,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3436,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3437,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3438,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3439,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3440,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3441,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3442,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3443,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3444,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3445,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3446,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3447,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
3448,M.A.C Lipstick / Mini,1100,1100,19564,3,0
3449,Faces Canada Ultime Pro Hd Intense Matte Lips + Primer,799,679,18731,3,15
3450,SUGAR Cosmetics Matte Attack Transferproof Lipstick,699,629,6065,2,10
3451,Love Earth Multipot Lip and Cheek Tint,599,299,3040,1,50
3452,Nykaa Ultra Matte Mini Lipstick,239,239,11111,3,0
3453,Maybelline New York Super Stay Crayon Lipstick,699,454,12210,3,35
3454,Lakme Absolute Matte Ultimate Lip Color with Argan Oil,800,400,10687,2,50
3455,Lakme 9 To 5 Primer + Matte Lipstick,500,425,7227,2,15
3456,Lakme 9 to 5 Weightless Matte Mousse Lip & Cheek Color,675,574,33555,4,14
3457,Kay Beauty Matteinee Matte Lip Crayon Lipstick,799,599,13057,3,25
3458,SUGAR Matte As Hell Crayon Lipstick With Free Sharpener,799,719,9509,2,10
3459,Just Herbs Ayurvedic Matte Lipstick Micro-Mini Trial Kit,575,403,7966,2,29
3460,Nykaa So Creme! Creamy Matte Lipstick,299,239,47784,4,20
3461,Maybelline New York Color Sensational Ultimattes Lipstick,549,357,1659,1,34
3462,Kay Beauty Matte Drama Long Stay Lipstick,999,999,2625,1,0
3463,Faces Canada Weightless Matte Finish Lipstick,299,254,28478,4,15
3464,PAT McGRATH LABS Mattetrance,3800,3800,5,1,0
3465,Swiss Beauty HD Matte Lipstick,299,224,4444,1,25
3466,Maybelline New York Color Sensational Creamy Matte Lipstick,299,209,81862,4,30
3467,Lakme Forever Matte Liquid Lip Color,295,251,40503,4,14
